Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
1669,MS,F,17,R,LE3,T,1,2,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,3,2,5,5,1,5,6.0,14,15,16
1670,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,3,0,no,no,no,yes,yes,no,yes,no,4,1,3,3,1,3,6.0,12,13,14
1671,MS,F,16,U,LE3,T,2,2,other,services,course,mother,2,3,1,no,yes,no,yes,no,yes,no,no,4,3,5,1,1,3,3.0,11,11,12
1672,GP,M,17,U,GT3,T,4,4,health,services,reputation,mother,2,2,0,no,yes,no,no,no,yes,yes,no,4,3,5,1,1,2,11.0,12,10,11
1673,GP,M,17,U,GT3,T,2,2,other,other,reputation,father,1,2,0,yes,no,no,no,no,yes,no,no,3,3,3,1,5,4,1.0,14,15,15
1674,GP,M,19,U,LE3,T,4,3,other,other,reputation,father,1,2,1,no,no,no,yes,yes,no,yes,yes,2,2,4,1,3,5,2.0,11,11,11
1675,MS,M,16,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,1,2,5,1.0,8,9,11
1676,GP,F,18,R,GT3,T,4,4,health,health,home,mother,3,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,4,1,4,1,1.0,14,16,16
1677,GP,M,15,U,GT3,T,1,1,at_home,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,5,2,2,3,5,2.0,16,14,14
1678,GP,M,16,U,GT3,T,1,1,other,other,reputation,mother,3,3,0,no,yes,no,no,yes,yes,yes,no,2,3,2,3,2,5,1.0,14,14,15
1679,MS,F,16,U,LE3,T,4,1,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,no,no,4,3,4,3,3,5,1.0,13,11,11
1680,GP,M,17,U,GT3,T,2,2,other,other,reputation,father,1,4,1,no,yes,no,yes,yes,yes,no,no,3,4,3,1,2,4,1.0,7,9,9
1681,GP,M,16,R,GT3,T,3,1,at_home,other,home,mother,2,3,0,no,no,yes,yes,no,yes,yes,no,4,5,5,2,2,5,1.0,9,8,10
1682,MS,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,1,3,5,1.0,9,11,11
1683,GP,F,15,U,LE3,T,4,4,other,services,other,mother,1,2,0,no,yes,no,no,yes,yes,no,no,2,3,3,1,2,1,0.0,14,15,15
1684,GP,F,16,U,GT3,A,4,4,teacher,services,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,4,5,1,3,5,0.0,14,14,14
1685,MS,F,16,R,GT3,T,1,1,other,services,course,father,3,2,0,no,no,yes,no,no,yes,yes,yes,5,2,4,1,4,1,1.0,16,17,18
1686,MS,F,16,U,GT3,T,4,4,teacher,services,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,5,3,2,1,4,4.0,8,10,9
1687,GP,F,16,U,GT3,T,2,1,services,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,1,5,1.0,16,14,16
1688,MS,F,18,R,GT3,T,2,1,other,services,other,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,1,3,2,1,2,4,9.0,9,9,10
1689,MS,F,18,R,GT3,T,3,3,services,other,other,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,3,5,1,3,4,0.0,13,14,15
1690,GP,F,18,R,GT3,T,1,1,other,services,other,other,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,1,8.0,11,10,11
1691,GP,F,19,R,LE3,T,2,2,services,other,home,father,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,3,2,1,2,3.0,12,9,10
1692,MS,M,17,U,LE3,T,4,4,health,teacher,home,mother,2,2,0,no,no,no,yes,yes,yes,no,no,5,3,3,1,3,4,8.0,10,11,11
1693,GP,M,15,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,3,2,9.0,14,14,14
1694,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,4,5,1.0,10,11,12
1695,GP,F,15,U,GT3,T,4,3,health,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,4,3,1,3,5,1.0,10,11,11
1696,MS,F,17,R,GT3,T,1,1,other,services,other,mother,2,4,0,no,yes,no,no,yes,yes,no,yes,5,4,2,1,1,4,4.0,11,12,12
1697,GP,M,18,U,GT3,T,4,4,teacher,services,reputation,father,1,1,2,no,yes,yes,yes,yes,yes,yes,no,3,3,1,1,4,1,5.0,9,10,10
1698,MS,F,15,R,GT3,T,1,2,other,other,other,mother,2,1,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,1,2,10.0,11,11,11
1699,MS,F,16,R,GT3,T,4,4,health,teacher,course,father,2,4,1,no,yes,yes,yes,no,yes,yes,no,4,2,5,2,1,2,4.0,10,10,11
1700,MS,F,18,R,LE3,T,2,1,other,services,other,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,2,4,3,5.0,12,13,14
1701,GP,M,15,U,GT3,T,3,4,services,health,other,mother,3,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,5,1,4,4.0,12,13,14
1702,GP,F,16,U,GT3,T,3,2,teacher,other,home,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,5,3,5,1,1,5,1.0,12,12,13
1703,GP,M,16,U,LE3,T,3,3,other,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,3,1,2,1,4,5,16.0,13,11,11
1704,GP,F,17,U,LE3,T,1,0,other,other,course,mother,1,2,0,yes,no,no,no,yes,yes,yes,yes,4,4,2,2,1,2,1.0,14,15,15
1705,GP,M,17,U,GT3,T,1,3,at_home,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,4,5,9.0,15,15,15
1706,MS,F,20,R,GT3,T,3,1,other,other,home,mother,2,1,1,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,2,5.0,9,9,9
1707,GP,F,16,U,LE3,T,1,1,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,4,3,2,1,1,2.0,10,10,11
1708,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,2,2,0,no,no,no,no,no,yes,no,no,5,3,3,1,2,2,2.0,14,15,15
1709,GP,F,15,U,GT3,T,1,1,other,other,reputation,father,1,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,2,1,1,4,1.0,14,14,15
1710,MS,F,16,R,GT3,T,4,3,services,services,course,father,3,2,0,no,yes,no,no,no,yes,no,no,4,3,2,2,3,3,1.0,14,13,13
1711,GP,F,15,U,GT3,T,1,4,at_home,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,3.0,11,11,12
1712,GP,F,17,U,LE3,T,4,3,health,other,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,5,3,2,1,5,8.0,14,13,14
1713,MS,F,15,U,GT3,T,1,1,other,services,home,father,1,1,0,yes,yes,no,yes,yes,no,yes,yes,3,3,4,1,2,4,1.0,17,18,18
1714,GP,M,18,U,GT3,A,1,2,at_home,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,1,2,5,1,4,0.0,9,10,10
1715,MS,F,17,U,GT3,T,4,4,teacher,health,course,mother,1,1,0,no,yes,yes,no,yes,yes,no,yes,4,3,2,2,1,4,3.0,14,14,14
1716,GP,F,17,U,LE3,T,1,1,at_home,other,course,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,3,3,3,1,1,1,0.0,15,14,14
1717,MS,F,17,R,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,yes,yes,no,no,no,5,4,3,1,4,1,15.0,8,9,10
1718,GP,F,18,U,GT3,T,2,1,services,services,home,mother,1,1,2,yes,no,no,no,yes,yes,yes,no,4,3,2,1,2,5,1.0,8,9,10
1719,GP,M,19,U,GT3,T,2,2,other,other,reputation,other,2,1,1,no,no,no,yes,yes,yes,yes,no,5,3,5,1,3,4,5.0,11,10,10
1720,GP,F,17,U,LE3,A,4,3,other,health,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,3,1,5,1.0,10,10,10
1721,MS,F,19,R,GT3,T,2,2,other,services,other,father,3,2,0,no,no,no,yes,yes,yes,yes,no,2,5,1,1,1,4,4.0,14,13,14
1722,GP,M,17,U,GT3,T,2,4,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,3,3,3,1,1,0.0,12,10,11
1723,MS,F,15,R,LE3,A,3,3,services,other,course,mother,3,2,0,no,yes,yes,no,yes,yes,no,no,4,5,3,2,2,3,0.0,16,14,16
1724,GP,M,17,U,GT3,T,4,4,health,teacher,course,mother,2,2,0,no,no,no,yes,yes,yes,no,yes,4,1,3,4,2,5,1.0,12,13,13
1725,GP,M,18,U,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,no,no,no,yes,yes,no,yes,5,4,3,3,4,5,22.0,13,12,12
1726,GP,M,16,U,GT3,T,3,3,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,5,2,3,4,16.0,11,10,11
1727,GP,M,18,U,LE3,T,3,3,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,3,4,1,1,3,10.0,10,11,10
1728,GP,M,15,U,GT3,T,2,2,services,health,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,yes,4,3,5,1,1,5,2.0,12,11,11
1729,GP,F,18,U,LE3,T,4,4,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,4,4,1,1,4,5,1.0,11,13,14
1730,MS,F,22,R,LE3,T,4,4,health,other,home,mother,3,2,3,no,yes,no,no,yes,yes,yes,yes,5,4,2,2,2,1,4.0,8,10,10
1731,GP,F,18,U,LE3,T,4,4,teacher,health,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,1,2,1,2,0.0,14,15,16
1732,MS,F,18,R,GT3,T,1,1,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,2,5,1,1,5,9.0,8,8,9
1733,GP,F,17,U,GT3,T,1,0,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,3,2,3,1,2,1.0,14,15,17
1734,MS,F,16,U,GT3,T,1,1,services,other,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,4,3,1,1,5,2.0,16,17,17
1735,MS,M,18,U,GT3,A,2,2,at_home,other,course,mother,3,2,0,no,yes,yes,no,yes,yes,yes,yes,5,4,1,1,3,5,4.0,10,11,10
1736,GP,F,16,U,GT3,T,1,0,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,5.0,12,16,16
1737,GP,M,18,R,LE3,A,3,2,other,at_home,reputation,mother,2,2,1,no,no,no,yes,yes,yes,no,no,4,3,2,1,2,5,2.0,11,12,13
1738,MS,F,16,R,GT3,T,3,3,other,other,home,mother,2,4,0,no,no,yes,yes,yes,yes,yes,no,4,4,3,1,1,4,10.0,13,14,14
1739,MS,M,16,U,GT3,T,2,4,other,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,1,3,1,2,5,0.0,15,15,15
1740,GP,F,15,U,LE3,T,2,2,at_home,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,1,2,4,0.0,12,12,12
1741,GP,F,18,U,LE3,T,4,4,teacher,other,course,father,2,1,0,no,no,no,yes,yes,yes,yes,no,1,4,4,1,1,4,1.0,14,14,15
1742,GP,F,15,R,LE3,T,2,4,services,teacher,home,mother,1,1,0,yes,no,no,no,yes,yes,yes,yes,4,3,2,1,1,4,1.0,13,12,12
1743,GP,F,16,U,LE3,A,4,2,health,other,home,mother,3,2,0,yes,yes,no,yes,yes,yes,yes,no,4,2,3,1,2,2,1.0,12,13,14
1744,GP,M,17,R,GT3,T,1,3,services,services,reputation,father,2,2,0,no,no,no,yes,yes,yes,no,no,4,3,4,2,5,3,1.0,13,11,11
1745,GP,M,17,U,LE3,T,2,2,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,no,yes,no,5,1,4,1,1,5,0.0,12,12,13
1746,MS,M,16,R,GT3,T,3,1,at_home,services,home,mother,2,4,0,no,no,no,no,yes,no,yes,no,5,3,5,2,2,4,1.0,10,10,11
1747,GP,F,18,R,GT3,T,3,1,services,other,course,mother,3,2,1,no,no,no,no,yes,yes,yes,no,4,1,3,1,1,1,4.0,8,10,9
1748,MS,F,16,U,GT3,T,1,1,at_home,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,2,2,2,5,2.0,12,11,11
1749,MS,F,18,R,GT3,T,3,2,services,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,5,3,2.0,8,9,9
1750,MS,F,19,R,LE3,T,4,3,services,other,reputation,mother,2,1,1,no,yes,no,yes,yes,no,no,no,5,2,3,1,1,1,18.0,9,7,8
1751,GP,F,15,R,GT3,T,2,1,services,other,home,mother,2,2,0,no,yes,no,no,yes,yes,no,no,4,5,3,4,4,5,6.0,16,15,16
1752,MS,F,16,U,GT3,T,4,4,health,teacher,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,5,5,2.0,10,9,11
1753,GP,F,16,U,LE3,T,2,1,other,other,course,father,1,2,0,no,no,no,no,yes,yes,yes,no,5,5,5,1,1,5,1.0,10,11,11
1754,GP,F,18,U,GT3,T,4,3,other,at_home,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,5,1,1,4,1.0,9,9,10
1755,GP,M,16,U,GT3,T,4,4,health,other,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,5,5,4,1,1,4,5.0,8,9,11
1756,MS,F,19,R,GT3,T,1,2,other,other,reputation,mother,1,4,1,no,yes,no,yes,yes,no,yes,no,4,5,1,1,2,1,2.0,9,10,10
1757,MS,F,16,R,LE3,T,4,3,health,services,home,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,1,1,5,4.0,13,12,14
1758,MS,F,18,U,GT3,T,2,2,other,services,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,5,1,5,2.0,11,12,13
1759,MS,M,18,U,GT3,T,2,3,other,other,course,mother,1,2,0,yes,no,no,yes,no,yes,no,yes,2,3,3,1,2,1,4.0,15,16,16
1760,GP,F,15,U,LE3,T,3,2,other,other,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,4,4,4,1,1,3,0.0,14,15,16
1761,GP,F,16,U,GT3,A,2,3,services,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,1,3,3,6.0,15,15,15
1762,MS,F,18,U,GT3,A,2,2,other,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,4,4,1,2,2,1.0,12,12,12
1763,MS,M,17,U,LE3,A,2,1,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,17.0,7,8,6
1764,MS,F,16,U,GT3,T,1,1,other,other,other,father,1,2,1,yes,yes,no,no,yes,yes,yes,no,1,3,2,1,2,4,14.0,7,11,11
1765,MS,M,17,R,GT3,T,4,2,other,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,3,2,3,3,1.0,14,15,16
1766,GP,M,19,U,GT3,T,3,3,services,other,home,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,3,2,2,2,1.0,14,15,16
1767,GP,M,17,U,GT3,T,1,1,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,2,1.0,13,14,13
1768,GP,F,16,U,LE3,T,3,4,at_home,teacher,other,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,2,2,5,1,4,1.0,12,15,15
1769,GP,M,16,U,GT3,T,1,1,other,services,home,mother,1,3,0,yes,yes,no,no,no,yes,yes,no,4,3,5,1,2,5,1.0,14,15,16
1770,MS,F,17,U,GT3,T,2,2,at_home,other,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,4,4,3,1,4,5,9.0,13,14,14
1771,GP,M,18,U,GT3,T,3,1,services,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,1,1,4,2,2.0,12,12,13
1772,GP,F,16,U,GT3,T,4,3,health,other,course,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,3,2,3,1,2,5,3.0,13,13,13
1773,MS,F,18,R,GT3,T,3,1,other,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,1,3,1,4,4,6.0,10,11,11
1774,GP,F,17,U,GT3,T,1,0,at_home,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,4,2,2,3,5,9.0,11,11,11
1775,MS,F,16,R,GT3,T,2,2,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,2,2,5,1,4,6.0,10,13,13
1776,MS,M,16,R,LE3,A,2,2,other,other,course,mother,3,2,0,no,no,yes,no,yes,yes,no,no,4,4,3,1,5,4,4.0,11,10,11
1777,GP,F,15,U,LE3,A,4,2,teacher,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,2,2,2,5,1.0,17,17,18
1778,GP,M,18,U,GT3,T,1,1,at_home,services,reputation,mother,1,2,1,yes,yes,no,no,yes,yes,yes,yes,3,3,5,1,1,3,0.0,9,9,8
1779,GP,M,15,U,GT3,T,3,4,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,2,1,1,4,5.0,10,11,12
1780,GP,F,18,U,GT3,T,2,1,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,2,1,3,1,1.0,14,12,12
1781,MS,F,18,U,GT3,T,1,1,at_home,other,course,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,5,10.0,15,16,16
1782,GP,F,15,U,GT3,A,4,4,teacher,health,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,2,1.0,11,13,14
1783,MS,F,17,U,GT3,T,2,2,at_home,other,course,mother,1,1,0,no,yes,no,no,no,yes,yes,yes,3,4,4,3,2,5,0.0,14,15,16
1784,GP,F,18,R,GT3,T,1,1,at_home,services,course,mother,2,2,0,no,yes,no,yes,no,yes,yes,no,3,4,2,1,1,4,22.0,12,12,15
1785,MS,M,17,R,GT3,T,4,0,at_home,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,no,5,1,4,1,1,5,2.0,12,13,14
1786,GP,M,18,U,GT3,T,4,4,teacher,services,course,mother,4,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,5,0.0,16,17,17
1787,GP,M,18,U,GT3,T,3,3,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,3,1,4,1,2,3,1.0,13,12,13
1788,GP,M,17,U,LE3,A,2,1,services,at_home,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,2,5,1.0,18,18,18
1789,GP,F,19,U,GT3,T,2,1,other,services,course,mother,2,1,1,yes,no,no,no,yes,yes,yes,no,3,3,2,1,1,5,8.0,9,10,10
1790,GP,M,19,U,GT3,T,3,3,services,other,reputation,other,4,3,0,no,no,no,yes,yes,yes,yes,no,5,3,5,1,4,1,1.0,8,7,0
1791,GP,F,17,U,GT3,T,2,2,other,services,course,mother,3,1,0,no,no,yes,yes,yes,yes,no,no,5,4,5,1,2,5,0.0,12,13,13
1792,GP,F,15,U,GT3,T,2,2,services,other,course,father,3,1,0,no,yes,no,no,yes,no,yes,no,4,3,3,2,1,3,3.0,17,18,17
1793,GP,F,17,U,GT3,T,4,2,services,other,course,mother,1,2,0,no,no,no,yes,yes,yes,no,yes,4,4,3,1,2,2,2.0,11,12,12
1794,GP,F,15,U,GT3,T,3,3,services,at_home,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,1,4,0.0,13,14,13
1795,GP,F,15,U,LE3,T,2,2,at_home,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,2,3.0,15,15,16
1796,MS,F,16,R,GT3,T,2,2,services,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,4,3,2,3,4,8.0,5,0,0
1797,MS,F,16,R,GT3,T,2,1,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,no,no,5,3,1,1,2,5,0.0,14,17,15
1798,MS,F,17,U,LE3,T,4,1,health,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,5,1,1,2,4.0,13,14,14
1799,GP,F,17,U,GT3,T,4,4,teacher,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,1,4,1,1,4,5,2.0,16,14,14
1800,MS,F,16,R,GT3,A,3,2,services,services,other,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,5,1.0,14,14,15
1801,GP,F,15,R,GT3,T,3,4,services,other,course,father,1,2,0,no,no,no,no,no,yes,yes,no,5,2,4,4,1,3,4.0,13,12,12
1802,GP,M,18,R,GT3,A,3,3,services,services,reputation,mother,3,2,1,no,yes,no,yes,no,yes,yes,yes,4,4,3,1,2,5,6.0,9,8,8
1803,MS,F,16,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,4,2,1,4,3,5.0,13,14,14
1804,GP,F,15,U,GT3,T,2,2,at_home,services,reputation,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,5,3,1,3,4,2.0,14,14,14
1805,GP,F,15,U,GT3,T,3,4,at_home,health,home,father,1,3,0,no,no,no,no,yes,yes,yes,no,3,4,2,1,3,2,1.0,16,16,16
1806,GP,F,15,U,GT3,T,4,4,other,teacher,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,4,1,1,3,0.0,12,11,12
1807,GP,F,18,R,LE3,T,4,4,teacher,services,home,mother,1,1,0,no,yes,no,no,yes,yes,no,no,4,4,5,3,3,5,5.0,16,15,16
1808,MS,M,20,R,GT3,T,1,2,at_home,other,course,other,2,1,2,no,yes,no,yes,no,yes,yes,yes,5,4,3,2,1,5,10.0,8,13,10
1809,GP,F,16,U,LE3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,2,3,5,0.0,15,14,17
1810,GP,M,17,U,GT3,T,2,1,at_home,other,course,father,2,2,1,no,yes,no,yes,yes,yes,yes,no,1,3,4,1,3,3,0.0,9,9,8
1811,MS,F,16,R,LE3,A,2,1,health,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,3,3,2,5,1.0,11,10,10
1812,MS,F,16,U,GT3,T,3,3,other,other,other,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,4,2,4,5,9.0,10,11,12
1813,MS,M,17,R,GT3,T,2,3,services,services,other,father,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,2,1,3,4,13.0,10,9,11
1814,GP,F,19,U,LE3,T,2,4,at_home,teacher,course,other,2,3,0,no,yes,no,yes,yes,no,yes,no,4,2,4,1,2,2,3.0,16,16,16
1815,GP,F,16,U,GT3,T,3,2,at_home,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,3,4,3.0,16,17,18
1816,MS,M,16,U,GT3,T,4,4,other,other,home,mother,1,2,1,no,yes,no,no,no,yes,yes,no,5,4,3,1,1,2,0.0,5,0,0
1817,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,3,0,no,yes,no,no,yes,yes,no,no,4,4,4,5,2,1,5.0,12,11,11
1818,GP,F,15,U,LE3,T,3,1,services,services,course,other,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,2,2,1.0,11,12,13
1819,MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,2,3,0,no,yes,no,yes,no,yes,yes,yes,3,3,5,2,3,4,1.0,10,10,11
1820,GP,M,16,U,GT3,T,3,2,other,other,course,father,3,2,0,no,yes,no,yes,no,yes,yes,no,4,3,1,2,4,5,1.0,13,12,12
1821,GP,M,18,U,GT3,T,3,2,at_home,other,reputation,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,4,2,1,1,3,6.0,8,9,10
1822,GP,F,17,U,GT3,T,1,1,services,other,course,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,2,3,4,3,0.0,9,10,10
1823,GP,M,18,U,GT3,A,3,3,services,services,course,mother,1,2,1,no,yes,no,yes,yes,yes,no,no,5,3,3,1,2,2,1.0,13,14,14
1824,MS,F,18,R,GT3,T,2,3,services,other,home,father,2,2,0,no,yes,no,yes,yes,no,no,no,2,3,4,2,2,4,5.0,11,10,11
1825,GP,M,15,U,LE3,T,1,1,at_home,at_home,home,other,1,1,0,no,no,no,yes,yes,yes,no,no,4,2,3,1,1,3,11.0,10,9,11
1826,MS,M,17,U,GT3,T,2,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,3,5.0,12,12,12
1827,MS,F,16,R,GT3,T,4,4,health,health,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,3,3,1,1.0,9,9,10
1828,GP,F,15,R,LE3,T,0,0,other,other,course,father,2,2,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,2,1,4.0,15,14,15
1829,GP,M,16,U,LE3,T,3,3,services,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,5,4,2,3,1,4,4.0,12,12,13
1830,MS,M,15,R,LE3,T,2,1,services,other,reputation,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,1.0,13,13,14
1831,GP,M,18,U,LE3,T,4,4,other,health,reputation,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,3,5,1,2,5,0.0,15,15,17
1832,GP,F,17,U,GT3,T,1,2,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,5,1,1,5,12.0,12,11,13
1833,GP,M,16,U,GT3,T,2,2,at_home,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,2,5,1.0,14,15,15
1834,MS,M,15,R,GT3,T,2,1,services,services,course,father,1,2,0,no,no,no,yes,yes,no,yes,no,5,4,4,1,1,1,2.0,9,10,10
1835,GP,M,16,U,GT3,T,2,2,services,other,reputation,mother,1,1,0,no,yes,no,no,no,yes,yes,yes,4,4,1,1,1,5,6.0,14,13,14
1836,MS,F,16,U,LE3,T,3,2,other,services,course,mother,1,2,0,no,no,no,yes,yes,yes,no,no,5,1,2,1,4,5,0.0,13,14,13
1837,GP,F,16,U,GT3,T,4,4,other,other,home,mother,2,2,0,no,yes,no,no,no,yes,yes,no,4,4,3,1,3,4,9.0,14,15,16
1838,MS,M,18,R,GT3,T,2,1,services,services,course,mother,2,1,0,no,yes,no,yes,no,no,yes,yes,4,2,3,1,3,3,4.0,8,10,11
1839,MS,F,17,U,GT3,T,2,2,services,other,reputation,mother,1,2,1,yes,yes,yes,no,yes,yes,no,no,4,4,3,3,3,5,0.0,9,8,10
1840,GP,M,17,U,GT3,T,4,3,other,services,home,mother,2,2,1,no,yes,no,yes,yes,yes,yes,no,4,1,3,1,1,2,1.0,9,10,9
